place_id,market,name,addr,lat,lng,maps_url,primary_type,types,business_status,rating,user_rating_count,found_via_query,found_via_region
ChIJ-yiX5BYBBDQRTsbDA77DE4I,HK,Cupping Room (Kwun Tong),"Kwun Tong, Kwun Tong Rd, 418號, Millennium City Phase V, 大堂高層15號舖",22.312486699999997,114.22501849999999,https://maps.google.com/?cid=9373050470362498638&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,3.9,115,coffee roaster;coffee roastery,HK_KwunTong
ChIJ3TcnzwMHBDQRMXnfg0SVZs4,HK,I’M Thirsty 渴喝,"452 Castle Peak Rd, Cheung Sha Wan",22.340213,114.1533434,https://maps.google.com/?cid=14872738940940417329&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,cafe,"cafe,point_of_interest,food,establishment",OPERATIONAL,4.8,115,咖啡烘焙室,HK_ShamShuiPo
ChIJqaQ_1qMBBDQRglW_NXIuLu8,HK,The Meek Coffee,"Shop 01-02, 11/F, 93 Wai Yip St, Ngau Tau Kok",22.3164034,114.21477519999999,https://maps.google.com/?cid=17234763892056348034&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,restaurant,point_of_interest,food,establishment",OPERATIONAL,4.8,115,咖啡烘焙;咖啡烘焙室,HK_KwunTong
ChIJLWsLBToHBDQRhvbx1uC9hIs,HK,集氣箱 Entrebox - 咖啡用品儀器專門店 | 咖啡網購網店,"新蒲崗四美街23號利森工廠大廈Block D1/F, Room D",22.337385899999997,114.2008163,https://maps.google.com/?cid=10053369041574295174&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,wholesaler,"coffee_roastery,wholesaler,supplier,point_of_interest,food,establishment",OPERATIONAL,4.7,114,咖啡烘焙;咖啡烘焙室,HK_Central
ChIJEVoUS8IBBDQR2n8bcA8HBJk,HK,初麥手作烘焙,北角英皇道485號C字B鋪地下,22.291661599999998,114.2016745,https://maps.google.com/?cid=11025945550596571098&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,bakery,"bakery,point_of_interest,food_store,store,food,establishment",OPERATIONAL,4.1,112,咖啡烘焙室,HK_CausewayBay
ChIJqa4YdnwJBDQRglGYfUOYYog,HK,唐源,大埔安祥路412號10號號舖,22.4540065,114.1680648,https://maps.google.com/?cid=9827584752513208706&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,cafe,"cafe,food,point_of_interest,establishment",OPERATIONAL,4.1,112,咖啡烘焙,HK_TaiPo
ChIJA2Tv5yn5AzQR2yzHd4oGimo,HK,Relax Coffee,葵涌葵昌路Life@kcc葵興地下G06號鋪 活@KCC,22.3624549,114.1322952,https://maps.google.com/?cid=7676955706591227099&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,point_of_interest,food_store,store,food,establishment",OPERATIONAL,4.4,111,咖啡烘焙室,HK_ShaTin
ChIJExU29uPxAzQRRkbtrWMd1rg,HK,ā kafe 丫咖啡研究所,蝦尾新村庸園路128號地下元朗屏山,22.4522797,114.01187689999999,https://maps.google.com/?cid=13318865261951796806&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,cafe,"cafe,point_of_interest,food,establishment",OPERATIONAL,3.8,111,咖啡烘焙室,HK_TuenMun
ChIJY_eMNt0BBDQRMGYIIeAecwI,HK,Russell Coffee & Roastery,"G/F, 26A Russell St, Causeway Bay",22.2787933,114.1821826,https://maps.google.com/?cid=176518758373287472&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,cafe,"cafe,point_of_interest,food,establishment",OPERATIONAL,4.1,109,coffee roaster;coffee roastery;specialty coffee roaster,HK_Central
ChIJY5JHVkcBBDQRIyI2DmRqX6k,HK,Hypebeans,"Shop B19A, B1/F, LANDMARK ATRIUM, 15 Queen's Road Central, Central",22.280940400000002,114.1575601,https://maps.google.com/?cid=12204590493165036067&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.3,108,coffee roaster,HK_Central
