place_id,country,name,addr,lat,lng,maps_url,primary_type,types,business_status,rating,user_rating_count,found_via_query,found_via_region
ChIJ69FjFFmfqTMR2TO04ECdYvk,PH,ANYWHERE COFFEE,"Anywhere Coffee, Fernandez Compound, Banawa J. Fortich St, Cebu City, 6000 Cebu",10.3126588,123.88263169999999,https://maps.google.com/?cid=17970098365135074265&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,food,point_of_interest,establishment",OPERATIONAL,4.9,61,specialty coffee roaster,Cebu
ChIJuXYBn-F3VTIRejqMDbYb27A,PH,Arabigo Coffee Roastery,"Milestone Drive, Iligan City, Lanao del Norte",8.241130799999999,124.2506524,https://maps.google.com/?cid=12743810039300242042&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,cafe,"cafe,coffee_shop,coffee_roastery,restaurant,food_store,store,food,point_of_interest,establishment",OPERATIONAL,4.8,61,coffee roaster;coffee roastery,Davao
ChIJYbQ3X1DJlzMRA5gBf2z0uCI,PH,Frank & Dean Coffee,"Shop 3, 31st Street, Makati City, 1634 Metro Manila",14.555200499999998,121.043003,https://maps.google.com/?cid=2502018339828766723&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,wholesaler,point_of_interest,food,establishment",OPERATIONAL,4.2,60,specialty coffee roaster;coffee roastery,Manila_Makati
ChIJYRgCXwCZqTMRu5MV6LVN3UU,PH,Happy Coffee,"Pres. Magsaysay St, Cebu City, 6000 Cebu",10.3273026,123.9149726,https://maps.google.com/?cid=5034265402148230075&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.9,60,coffee roaster;specialty coffee roaster,Cebu
ChIJBRqsKHLTlzMRZtH_MMro5-I,PH,The Cooking Dad Coffee Roastery and Cafe,"2nd Floor RSF Bldg. Tamsui Ave, cor Kingfisher St, Bayanluma 2, Imus, 4103 Cavite",14.419214400000001,120.93868549999999,https://maps.google.com/?cid=16350292927294984550&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.9,60,coffee roaster;coffee roastery,Tagaytay
ChIJw-AD_z6ZqTMRT2i4EjOhX5g,PH,Treat Street Cafe,"6000 Cardinal Rosales Ave, Cebu City, 6000 Cebu",10.3172766,123.9060081,https://maps.google.com/?cid=10979671657282037839&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.4,60,kape roaster,Cebu
ChIJsbUgelIT-TIRlemIT8MAv60,PH,Craft Coffee,"San Francisco St, Barangay Mintal, Davao City, 8000 Davao del Sur",7.0914443,125.5028526,https://maps.google.com/?cid=12519726327966263701&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,supplier,point_of_interest,food,establishment",OPERATIONAL,4.7,59,coffee roaster;coffee roastery;kape roaster,Davao
ChIJVe41z4FLvTMRWcuxAkKOZNY,PH,DB Coffee Roastery,"Pearl, Pleasantville Subdivision, Pleasantville Bridge, Lucena City, 4301 Quezon",13.941384399999999,121.6069692,https://maps.google.com/?cid=15448629035951835993&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,cafe,"cafe,coffee_roastery,bakery,food_store,store,wholesaler,point_of_interest,food,establishment",OPERATIONAL,4.6,57,coffee roastery,Tagaytay
ChIJw7JZ3uuZqTMRLx3FGou5jMg,PH,Three Two Brew,"Gov. M. Cuenco Ave, Cebu City, 6000 Cebu",10.3268921,123.9086043,https://maps.google.com/?cid=14451129311425797423&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.7,57,coffee roaster;coffee roastery;specialty coffee roaster,Cebu
ChIJl-UfCgC3lzMRsD7hqSj-h_g,PH,Prism Coffee Roasters,"2 Granada, Quezon City, 1112 Metro Manila",14.610452299999997,121.0371894,https://maps.google.com/?cid=17908561893864324784&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,5,56,coffee roaster;coffee roastery;specialty coffee roaster,Manila_Makati
