place_id,name,addr,lat,lng,maps_url,primary_type,types,business_status,rating,user_rating_count,found_via_query,found_via_region
ChIJVVVp3BaJGGARfAgSR2yEybw,ブルーボトルコーヒー 清澄白河フラッグシップカフェ,〒135-0023 東京都江東区平野１丁目４−８,35.6777557,139.8005894,https://maps.google.com/?cid=13603549750032992380&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,dessert_restaurant,snack_bar,meal_takeaway,food_store,store,restaurant,point_of_interest,food,establishment",OPERATIONAL,4.1,4975,コーヒーロースター;coffee roaster,東京都_清澄白河
ChIJA9K3Lyg6AWAROyOL6VqJ46Q,ロクメイコーヒー 奈良店,〒630-8225 奈良県奈良市西御門町３１,34.6836328,135.8274627,https://maps.google.com/?cid=11881491265491772219&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.5,2840,自家焙煎コーヒー;coffee roaster;珈琲焙煎,奈良県
ChIJIXEre6gIAWAREVefMDUfbV8,Kurasu Kyoto Stand,〒600-8235 京都府京都市下京区東油小路町５５２,34.9863776,135.7538511,https://maps.google.com/?cid=6876186519374092049&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,coffee_roastery,coffee_stand,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.7,2603,コーヒーロースター;coffee roaster,滋賀県
ChIJ1T9unxrnAGARhtQGwQaaF-I,LiLo Coffee Roasters,〒542-0086 大阪府大阪市中央区西心斎橋１丁目１０−２８ １階,34.6740723,135.49803359999999,https://maps.google.com/?cid=16291659530834990214&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,coffee_roastery,cafe,point_of_interest,food_store,store,food,establishment",OPERATIONAL,4.8,2439,coffee roaster;コーヒーロースター,宮城県
ChIJCS0wmqaMGGAR2h4xKb_ah8c,THE ROASTERY by NOZY COFFEE,〒150-0001 東京都渋谷区神宮前５丁目１７−１３ リヴェール神宮前,35.665572399999995,139.7047658,https://maps.google.com/?cid=14377700849968291546&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.3,2359,coffee roaster;コーヒーロースター,茨城県
ChIJDxYKIhCMGGARScnqzc-T-TU,GLITCH COFFEE&ROASTERS,〒101-0054 東京都千代田区神田錦町３丁目１６ １階,35.693742799999995,139.76130469999998,https://maps.google.com/?cid=3889302273933363529&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.4,2348,coffee roaster;コーヒーロースター,茨城県
ChIJOztrDOfmAGARGp57ZmSWnys,ブルックリン ロースティング カンパニー 北浜,〒541-0041 大阪府大阪市中央区北浜１丁目１−９ ハウザー 北浜ビル 1F,34.6910465,135.5091563,https://maps.google.com/?cid=3143396422888168986&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,coffee_roastery,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.4,2012,コーヒーロースター;coffee roaster,大阪府
ChIJb3Q3lfnmAGARP7CUdaGq3P8,タカムラワイン＆コーヒーロースターズ,〒550-0002 大阪府大阪市西区江戸堀２丁目２−１８,34.687283,135.491105,https://maps.google.com/?cid=18436798584987103295&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,cafe,"cafe,meal_takeaway,liquor_store,food_store,store,restaurant,point_of_interest,food,establishment",OPERATIONAL,4.5,1901,コーヒーロースター;coffee roaster,大阪府
ChIJC4ikN_mPAGARx3L0DJENQII,TAOCA COFFEE 神戸元町店,〒650-0023 兵庫県神戸市中央区栄町通２丁目７−７ 1F,34.6874281,135.18697219999999,https://maps.google.com/?cid=9385516540078879431&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,coffee_roastery,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.8,1847,コーヒーロースター;自家焙煎コーヒー;珈琲焙煎,兵庫県
ChIJUffCkl47AWARy6BKw4o3RXY,"CHAMI - Specialty Coffee Roaster - Nara, JAPAN",〒630-8223 奈良県奈良市角振新屋町６−２,34.6817762,135.82765229999998,https://maps.google.com/?cid=8522278938989994187&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,food_store,"cafe,cake_shop,bakery,food_store,manufacturer,store,wholesaler,point_of_interest,food,establishment",OPERATIONAL,4.7,1738,coffee roaster;コーヒーロースター;自家焙煎コーヒー;珈琲焙煎,三重県
ChIJiXocb7WNGGAReVVBhRwWLoQ,ブルーボトルコーヒー渋谷カフェ,〒150-0041 東京都渋谷区神南１丁目７−３ 内 渋谷区立北谷公園,35.664094399999996,139.69951749999998,https://maps.google.com/?cid=9524574573685724537&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,snack_bar,cafe,meal_takeaway,dessert_restaurant,food_store,store,restaurant,point_of_interest,food,establishment",OPERATIONAL,4.6,1629,coffee roaster,東京都_渋谷
ChIJZ14Mv2jnAGART3u5Qc-BIxY,Brooklyn Roasting Company Namba,〒556-0012 大阪府大阪市浪速区敷津東１丁目１−２１,34.6591855,135.5026375,https://maps.google.com/?cid=1595261420180175695&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,cafe,"cafe,coffee_shop,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.4,1617,coffee roaster;コーヒーロースター,和歌山県
ChIJRTalcMWMGGARlThRGi6TE1w,VERVE COFFEE ROASTERS NEWoMan SHINJUKU,〒151-0051 東京都渋谷区千駄ケ谷５丁目２４−５５ NEWoMan 新宿 ２Ｆ,35.6883844,139.70121939999999,https://maps.google.com/?cid=6634808502266181781&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.3,1580,coffee roaster;コーヒーロースター,茨城県
ChIJcU_t0jwJAWARe1MxThUljw8,Goodman Roaster Kyoto,〒600-8442 京都府京都市下京区矢田町１１５−２ ベアフルートイイノ 一階,35.0023772,135.755671,https://maps.google.com/?cid=1121155605674939259&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.8,1532,coffee roaster;コーヒーロースター;自家焙煎コーヒー;珈琲焙煎,福井県
ChIJMeHdZnApC18RhUmGUbAfkSk,マーメイドコーヒー ロースターズ 札幌,〒060-0063 北海道札幌市中央区南３条西１丁目１２−７,43.057817899999996,141.357399,https://maps.google.com/?cid=2995210069320550789&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,point_of_interest,food_store,store,food,establishment",OPERATIONAL,4.8,1514,コーヒーロースター;coffee roaster;珈琲焙煎,北海道
ChIJS2FFW8KPVTUR_KIbupGrbOE,すなば珈琲 “新”鳥取駅前店,〒680-0831 鳥取県鳥取市栄町７０６,35.4950617,134.2271879,https://maps.google.com/?cid=16243546598399517436&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,3.7,1509,珈琲焙煎,鳥取県
ChIJG5H2N0-jWjURv43TnVez_S8,麻里布珈琲ROASTER 紙屋町店,〒730-0031 広島県広島市中区紙屋町１丁目６−９ 星ビル 1階,34.3937905,132.4589614,https://maps.google.com/?cid=3458117277781822911&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,cafe,"cafe,sandwich_shop,dessert_shop,confectionery,food_store,store,restaurant,point_of_interest,food,establishment",OPERATIONAL,4.7,1494,コーヒーロースター;自家焙煎コーヒー;coffee roaster;珈琲焙煎,広島県
ChIJL6ONVJspC18Rl9-QN-T7Qh4,BARISTART COFFEE,〒060-0061 北海道札幌市中央区南１条西４丁目 第二ビル 1F 札幌市中央区南１条西４丁目８番地 NKC1-4,43.0583246,141.3513244,https://maps.google.com/?cid=2180582127204097943&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,point_of_interest,food_store,store,food,establishment",OPERATIONAL,4.1,1453,コーヒーロースター;自家焙煎コーヒー;coffee roaster,北海道
ChIJE0xjRfqLGGARkLg8IUjcu2o,GLITCH COFFEE GINZA,〒104-0061 東京都中央区銀座４丁目１４−８ VORT銀座イーストIII 1階,35.6689171,139.7686324,https://maps.google.com/?cid=7690982991018637456&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.3,1407,coffee roaster,東京都
ChIJyyV1iaPnAGARtnQdmpfOLdU,SOT COFFEE ROASTER,〒540-0021 大阪府大阪市中央区大手通１丁目３−７ ベルヴォア大手通 １−２階,34.6858163,135.51501249999998,https://maps.google.com/?cid=15361161054551635126&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.6,1407,coffee roaster;コーヒーロースター,富山県
ChIJvZrT6yCPGGAREIFVQxMO3kM,KIELO COFFEE Akihabara,"第一共和ビル 1F, １丁目-２９-4 台東 台東区 東京都 110-0016",35.701867899999996,139.7760028,https://maps.google.com/?cid=4890361721267781904&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,coffee_stand,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.7,1369,coffee roaster,東京都
ChIJSXye80IJAWARYVEpVDaLfeo,2050 coffee 新京極店,〒604-8035 京都府京都市中京区桜之町４０２,35.0083082,135.7673402,https://maps.google.com/?cid=16896814442420457825&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.8,1310,coffee roaster;コーヒーロースター,滋賀県
ChIJozYhh9eNGGAR7P2hPJsdSc8,マーメイドコーヒーロースターズ 池袋本店,〒170-0013 東京都豊島区東池袋１丁目２３−４ 池袋ビル,35.7290224,139.7154428,https://maps.google.com/?cid=14936502191725346284&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.7,1303,coffee roaster;コーヒーロースター;自家焙煎コーヒー;珈琲焙煎,青森県
ChIJ9T8f-riLGGARzqS8EeRNf9I,Little Darling Coffee Roasters ｜ リトル ダーリン コーヒー ロースターズ,〒107-0062 東京都港区南青山１丁目１２−３２,35.6685866,139.72464349999998,https://maps.google.com/?cid=15167927711952577742&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,cafe,"cafe,coffee_shop,hamburger_restaurant,coffee_stand,meal_takeaway,dessert_restaurant,food_store,american_restaurant,store,restaurant,point_of_interest,food,establishment",OPERATIONAL,4.3,1216,コーヒーロースター;coffee roaster,茨城県
ChIJq9dWiFHnAGARlha5p88psD4,ブルーボトルコーヒー梅田茶屋町カフェ,〒530-0013 大阪府大阪市北区茶屋町１５−２２ アーバンテラス A棟,34.7078018,135.4982278,https://maps.google.com/?cid=4517156398101501590&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,brunch_restaurant,cafe,dessert_restaurant,snack_bar,meal_takeaway,food_store,store,restaurant,point_of_interest,food,establishment",OPERATIONAL,4.3,1181,coffee roaster,大阪府_梅田
ChIJsz-mcULnAGAR1AvfjNa57gU,CAFETALES ( Colombian speciality coffee shop),〒541-0056 大阪府大阪市中央区久太郎町２丁目５−１９ 丸忠第三ビル 1階,34.681052699999995,135.5036049,https://maps.google.com/?cid=427483345784343508&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.8,1180,コーヒーロースター;coffee roaster,大阪府
ChIJide0P24z-F8RfSHcyCEZlrc,Curio Espresso and Vintage Design,"Yasuechō, １−１３ Kanazawa-shi, １-13 安江町 金沢市 石川県 920-0854",36.5733357,136.65542109999998,https://maps.google.com/?cid=13228788588341895549&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,cafe,"cafe,brunch_restaurant,western_restaurant,breakfast_restaurant,coffee_shop,food_store,store,restaurant,point_of_interest,food,establishment",OPERATIONAL,4.6,1146,coffee roaster;コーヒーロースター,富山県
ChIJUyaS0ErzGGAR6_mFuqndQ9o,Little Nap COFFEE STAND,〒151-0053 東京都渋谷区代々木５丁目６５−４,35.6720937,139.6905932,https://maps.google.com/?cid=15727658044756457963&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_stand,"coffee_stand,coffee_shop,cafe,point_of_interest,food_store,store,food,establishment",OPERATIONAL,4.5,1143,coffee roaster,東京都_渋谷
ChIJg36gYPSLGGARlTI1efR23YQ,VERVE COFFEE ROASTERS ROPPONGI,〒106-0032 東京都港区六本木５丁目１６−７,35.661469,139.73623659999998,https://maps.google.com/?cid=9573939175237169813&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,coffee_roastery,cafe,point_of_interest,food_store,store,food,establishment",OPERATIONAL,4.2,1137,coffee roaster;コーヒーロースター,埼玉県
ChIJ4947zTONGGARIwE7bI5V6Io,自家焙煎珈琲みじんこ,〒113-0034 東京都文京区湯島２丁目９−１０ 三組ビル １F,35.7040204,139.76689,https://maps.google.com/?cid=10009344242020450595&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,coffee_roastery,cafe,point_of_interest,food_store,store,food,establishment",OPERATIONAL,4.2,1134,自家焙煎コーヒー,東京都
ChIJz2RD8R2fm18RJ4yubyVdZHk,喫茶マロン,〒030-0803 青森県青森市安方２丁目６−７,40.827135,140.74151799999999,https://maps.google.com/?cid=8747218791629229095&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,breakfast_restaurant,restaurant,point_of_interest,food_store,store,food,establishment",OPERATIONAL,4.5,1130,自家焙煎コーヒー;珈琲焙煎,青森県
ChIJF1BpCxDnAGARCRPr-HiBm1E,ストリーマー コーヒーカンパニー 心斎橋店（STREAMER COFFEE COMPANY）,〒542-0086 大阪府大阪市中央区西心斎橋１丁目１０−１９,34.6736469,135.4979898,https://maps.google.com/?cid=5880436095034528521&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,cafe,"cafe,coffee_shop,food_store,store,food,point_of_interest,establishment",OPERATIONAL,4.3,1121,コーヒーロースター,大阪府_難波
ChIJb7rwOxqJGGARg_ywAgrBU4E,Allpress Espresso Tokyo Roastery & Cafe,〒135-0023 東京都江東区平野３丁目７−２,35.6777551,139.80517369999998,https://maps.google.com/?cid=9319004302698675331&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,coffee_roastery,cafe,food_store,store,wholesaler,point_of_interest,food,establishment",OPERATIONAL,4.2,1098,コーヒーロースター,東京都_清澄白河
ChIJLcyF2IvnAGARnG5tbvJHdl4,GLITCH COFFEE OSAKA,〒530-0005 大阪府大阪市北区中之島３丁目２−４ フェスティバルタワー・ウエスト 1階,34.6934048,135.4955867,https://maps.google.com/?cid=6806706993377406620&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.4,1043,コーヒーロースター;自家焙煎コーヒー;coffee roaster;珈琲焙煎,大阪府
ChIJAwgsrhCiWjURLRyCrH7-nQ8,てらにし珈琲店 本店,〒730-0044 広島県広島市中区宝町６−１５,34.384969,132.46200900000002,https://maps.google.com/?cid=1125335301926034477&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,food,point_of_interest,establishment",OPERATIONAL,4.8,1021,自家焙煎コーヒー;coffee roaster;珈琲焙煎,広島県
ChIJn3HiogTnAGARILfkHrpMUGQ,Mel Coffee Roasters,〒550-0013 大阪府大阪市西区新町１丁目２０−４,34.6767985,135.4958488,https://maps.google.com/?cid=7228361764195579680&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,coffee_roastery,cafe,point_of_interest,food_store,store,food,establishment",OPERATIONAL,4.6,1014,coffee roaster;コーヒーロースター;自家焙煎コーヒー;珈琲焙煎,石川県
ChIJxU-zZGw1RTUREn9yxe8gjRE,麻里布珈琲ロースター,〒740-0021 山口県岩国市室の木町５丁目９−１３,34.1688895,132.20164929999999,https://maps.google.com/?cid=1264703284542865170&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,coffee_roastery,western_restaurant,cafe,restaurant,point_of_interest,food_store,store,food,establishment",OPERATIONAL,4.5,991,コーヒーロースター;coffee roaster,広島県
ChIJh4EKsv4T5TQRU-h2svXc5tk,ZHYVAGO COFFEE ROASTERY,〒904-0115 沖縄県中頭郡北谷町美浜３４−１ lequ プレミア棟 1F,26.3182521,127.7556984,https://maps.google.com/?cid=15701480098693048403&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,cafe,"coffee_shop,cafe,point_of_interest,food_store,store,food,establishment",OPERATIONAL,4.6,988,コーヒーロースター;coffee roaster,沖縄県
ChIJhaV7oIXnAGARMezvKc6mbfE,HICARU COFFEE ROASTER,〒542-0064 大阪府大阪市中央区上汐１丁目１−２３,34.671589499999996,135.51837229999998,https://maps.google.com/?cid=17396744339999157297&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,cafe,"cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.8,982,coffee roaster;コーヒーロースター;自家焙煎コーヒー;珈琲焙煎,富山県
ChIJKX39tuWRQTURGIZ835jjSFQ,FUGLEN FUKUOKA,〒812-0013 福岡県福岡市博多区博多駅東１丁目１８−３３ 博多イーストテラス １階,33.5901097,130.4250722,https://maps.google.com/?cid=6073354343233127960&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.4,963,コーヒーロースター;coffee roaster,福岡県
ChIJJ-oVXvHnAGARiWcwafO8H-8,LiLo Coffee Kissa,〒542-0085 大阪府大阪市中央区心斎橋筋２丁目７−２５ 金子ビル ２階,34.6710321,135.5009583,https://maps.google.com/?cid=17230698452970661769&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,food,point_of_interest,establishment",OPERATIONAL,4.5,963,coffee roaster;コーヒーロースター,和歌山県
ChIJ8XiufpyRQTUR2WcCqecr8zI,レックコーヒー 薬院駅前店,〒810-0012 福岡県福岡市中央区白金１丁目１−２６ １階,33.5815469,130.4035276,https://maps.google.com/?cid=3671326395210033113&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,cafe,"cafe,coffee_stand,coffee_shop,cafeteria,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.3,955,coffee roaster;コーヒーロースター,福岡県
ChIJoVJ-WL6RQTURoC8v9cGoAYQ,ホワイトグラスコーヒー 福岡店,〒812-0011 福岡県福岡市博多区博多駅前３丁目１６−３ 三州博多駅前ビル 1F 福岡ビジョナリーアーツ,33.5889106,130.41341459999998,https://maps.google.com/?cid=9512069438978863008&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,cafe,"cafe,coffee_shop,restaurant,point_of_interest,food_store,store,food,establishment",OPERATIONAL,4.3,945,coffee roaster,福岡県
ChIJGQNmBAiLGGARaYwG7xZzl80,GOOD COFFEE FARMS Cafe & Bar,〒103-0027 東京都中央区日本橋３丁目１−３ 日本橋さくらビル 1F,35.6810778,139.771698,https://maps.google.com/?cid=14814436041595194473&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,cafe,"cafe,coffee_roastery,coffee_shop,bar,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.6,940,コーヒーロースター;coffee roaster;珈琲焙煎,東京都
ChIJv9A3bJrrUzUR4IVczc3oJ-I,南珈琲店,〒760-0051 香川県高松市南新町３−４ 南ビル,34.3408549,134.0493209,https://maps.google.com/?cid=16296249747274761696&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,coffee_roastery,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.4,935,自家焙煎コーヒー;珈琲焙煎,香川県
ChIJJ5tS7XW7AmARQZGP7lQEYCM,Falò Coffee Brewers,〒506-0844 岐阜県高山市上一之町45番地2,36.1428949,137.2606185,https://maps.google.com/?cid=2549042151917850945&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.8,930,コーヒーロースター,富山県
ChIJnTkyP18JAWAR61OhxrmAsfA,SÖT COFFEE 京都七条,〒605-0989 京都府京都市東山区本町新５丁目１４８−２,34.9916962,135.7695191,https://maps.google.com/?cid=17343785175370257387&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.8,920,coffee roaster;コーヒーロースター,三重県
ChIJm90mCMmFil8RAaKE47l-Baw,自家焙煎 珈琲グルメ,〒960-8031 福島県福島市栄町７−３３ 錦ビル ２F,37.753949899999995,140.4621235,https://maps.google.com/?cid=12395452886258328065&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.3,908,自家焙煎コーヒー;珈琲焙煎,山形県
ChIJi-S9XQ6iWjUR-GxyG0Xzfyk,OBSCURA COFFEE ROASTERS Fukuromachi,〒730-0036 広島県広島市中区袋町３−２８,34.392626,132.457694,https://maps.google.com/?cid=2990376155736075512&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.4,897,コーヒーロースター;自家焙煎コーヒー;coffee roaster;珈琲焙煎,広島県
ChIJidb6LdGjWjURN-ar9ZpXGfY,24/7 coffee&roaster ujina,〒734-0011 広島県広島市南区宇品海岸３丁目１２−３８ フレックスギャラリ 2F,34.3531814,132.466982,https://maps.google.com/?cid=17733301330806302263&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,cafe,"cafe,coffee_shop,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.2,891,コーヒーロースター;coffee roaster,広島県
ChIJw47GgEeNGGAR8F6RMcBz46c,coffee swamp,〒160-0023 東京都新宿区西新宿７丁目２１−１２ れんげ荘 105号,35.6949274,139.6950661,https://maps.google.com/?cid=12097640293349809904&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,coffee_roastery,coffee_stand,cafe,cafeteria,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.9,879,珈琲焙煎,東京都_新宿
ChIJj2s6QgCLGGARilhiinl95b0,ROAR COFFEE Tokyo Ginza,〒104-0061 東京都中央区銀座３丁目１２−５第二 宏和ビル 1F,35.6707746,139.7692614,https://maps.google.com/?cid=13683481003801335946&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,coffee_roastery,coffee_stand,breakfast_restaurant,cafe,snack_bar,meal_takeaway,sandwich_shop,juice_shop,ice_cream_shop,dessert_shop,confectionery,food_store,store,restaurant,point_of_interest,food,establishment",OPERATIONAL,4.5,876,コーヒーロースター;珈琲焙煎,東京都
