place_id,country,name,addr,lat,lng,maps_url,primary_type,types,business_status,rating,user_rating_count,found_via_query,found_via_region
ChIJTZL5IY0nc2sRmNZUaTWXQE4,AU,Nords Wharf Trading Post,"51 Marine Parade, Nords Wharf NSW 2281",-33.1351794,151.6041086,https://maps.google.com/?cid=5638672989124089496&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,general_store,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.8,235,coffee roaster,Newcastle
ChIJBVkfhifPsGoRb-0ELYlWU-U,AU,Cherry Specialty Coffee,"29 King William St, Adelaide SA 5000",-34.922579899999995,138.5991507,https://maps.google.com/?cid=16524646604918287727&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,brunch_restaurant,breakfast_restaurant,cafe,food_store,store,restaurant,point_of_interest,food,establishment",OPERATIONAL,4.9,234,coffee roaster;coffee roastery;specialty coffee roaster,Adelaide
ChIJ8XEZmFuZk2sRUZrG8P0srwg,AU,Slide Coffee House,"Suite 2/84 Bulcock St, Caloundra QLD 4551",-26.8049447,153.1304472,https://maps.google.com/?cid=625768342405683793&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,food,point_of_interest,establishment",OPERATIONAL,4.9,234,coffee roaster;coffee roastery;specialty coffee roaster,SunshineCoast
ChIJjUNbEIV1bqoRId-QguU6pfw,AU,Yellow Bernard,"1/109 Collins St, Hobart TAS 7000",-42.883181199999996,147.3273187,https://maps.google.com/?cid=18205021826127552289&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,cafe,"cafe,coffee_shop,food_store,store,food,point_of_interest,establishment",OPERATIONAL,4.8,234,coffee roaster,Hobart
ChIJQzoCohyjMioRltiNWfsN1sg,AU,Jessie's Cafe & Roasting Co.,"2/8 Hayden Ct, Myaree WA 6154",-32.0445177,115.81811619999999,https://maps.google.com/?cid=14471769825792088214&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_roastery,"coffee_roastery,breakfast_restaurant,coffee_shop,cafe,food_store,store,restaurant,point_of_interest,food,establishment",OPERATIONAL,4.7,232,coffee roastery;specialty coffee roaster,Perth
ChIJ4YBz0RRakWsREPnjwxmN24I,AU,Coffee Supreme,"21 Balaclava St, Woolloongabba QLD 4102",-27.490424899999997,153.037095,https://maps.google.com/?cid=9429285386630461712&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,wholesaler,"wholesaler,coffee_roastery,point_of_interest,food,establishment",OPERATIONAL,4.6,231,coffee roaster;coffee roastery;specialty coffee roaster,Brisbane
ChIJZ0Hn4XZ1bqoR3ZcaknhqtYU,AU,District B,"96 Albert Rd, Moonah TAS 7009",-42.8478791,147.302099,https://maps.google.com/?cid=9634724043908880349&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,cafe,"cafe,coffee_shop,coffee_roastery,food_store,store,food,point_of_interest,establishment",OPERATIONAL,4.8,231,coffee roaster;coffee roastery,Hobart
ChIJxdGoIw9r1moRgsKFlazB8g8,AU,Klim Coffee Roasting Co,"Unit 1/20-22 Hardner Rd, Mount Waverley VIC 3149",-37.8949548,145.12724749999998,https://maps.google.com/?cid=1149193801920004738&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_roastery,"coffee_roastery,food,point_of_interest,establishment",OPERATIONAL,4.9,231,coffee roaster;coffee roastery;specialty coffee roaster,Melbourne
ChIJH6673aQVc2sRlYdNX7kVNOw,AU,Crema Coffee Garage,"62/64 Broadmeadow Rd, Broadmeadow NSW 2292",-32.917094899999995,151.73201179999998,https://maps.google.com/?cid=17020252777651996565&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,food_store,"coffee_roastery,coffee_shop,cafe,food_store,manufacturer,store,wholesaler,supplier,service,point_of_interest,food,establishment",OPERATIONAL,4.7,230,coffee roaster;coffee roastery,Newcastle
ChIJyS-yNI1d1moRvmyBtN3qcpM,AU,Come Back to Earth Coffee Brewers,"shop 3/601 Little Collins St, Melbourne VIC 3000",-37.8179102,144.95483099999998,https://maps.google.com/?cid=10624812708857474238&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,cafe,"cafe,food_store,store,food,point_of_interest,establishment",OPERATIONAL,4.8,225,coffee roaster;coffee roastery,Melbourne
